username,completed,ExpSalTot,histExpSalTot,ExpNonSalTot,histExpNonSalTot,Deprec,histDeprec,HitHNBeds,histHitHNBeds,AdmiNBeds,histAdmiNBeds,MHCareDays,histMHCareDays,NSeps,histNSeps,StdsReviewSt,comments_admi,action_required_start_setting_1,AdmiId,AdmiName,AdmiOccupancyRange,AdmiOccupancyRangeCA,considered_complete,fin_year,histHITHNBeds,histLHNID,histStdsReviewSt,HITHNBeds,HospId,known-warning,LHNID,OrgId,org_session_key,parent_session_key,ProgType,RecType,RegId,State,TargetPop,timestamp,page,path,scope_stack,session_key
MHCWA,,9536512,8657820,1875969,1810539,24221,15609,0,,26,25.6,8728,8558,297,234,1,"Salaries and wages increase due to wage EBA and material increase in revaluation of EMHS leave provisions",0,300255,"BENTLEY HOSPITAL OLDER PERSONS MENTAL HEALTH INPATIENT UNIT",91.337943989071,,1761882230,2024/25,0.0,504,1,0.0,255,{},504,2,47775feb-823c-11f0-baa5-c463920ffd65,4777787d-823c-11f0-baa5-860b2649031a,1,ADMI,28,5,2,"{'start' => 1761882164}",start,,,4777c4b2-823c-11f0-baa5-bb59d1b59fa5
MHCWA,,19142810,17275580,5303874,5163065,40699,18811,0,,58.9,48.7,20164,17333,1206,561,1,"Increase in salaries and wages due to salary increases in EBA and material increase in revaluation of EMHS leave provisions. Additionally, TCU's Diagnostic (Allied Health) costs have been transferred to Bentley due to costs being transferred to Bentley under governance of Allied Health. No methodology to apportion split

Activity is higher due to relocation of Ward 2K from RPH to Bentley. However, cost profile remains at RPH lowering average cost per bed day



",0,200255,"BENTLEY HOSPITAL ADULT MENTAL HEALTH INPATIENT UNIT",97.2441960929523,,1761882203,2024/25,0.0,504,1,0.0,255,{},504,2,47775feb-823c-11f0-baa5-c463920ffd65,4777787d-823c-11f0-baa5-860b2649031a,1,ADMI,28,5,4,"{'start' => 1761882181}",start,,,4777c464-823c-11f0-baa5-de64c1347bc6
MHCWA,,3659784,3403102,736171,700978,3857,3857,0,,7.3,8,2482,2789,69,59,1,"Increases to wage EBA, superannuation, large material revaluation to EMHS leave provisions
Due to challenges faced by Armadale recruiting psychiatrists, continued reliance on locum doctors who are paid at a significant premium
Material use of nursing specials and companions used to mitigate intrusiveness by patients.
",0,300203,"ARMADALE HOSPITAL OLDER PERSONS MENTAL HEALTH INPATIENT UNIT",95.2527322404372,,1761877500,2024/25,0.0,504,1,0.0,203,"{'start' => {'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'rule' => 'AdmiAvgPatientDayRange','page_name' => 'start','sort_index' => 1,'action' => 'add','meteor_short_name' => '','slot_name' => 'avg-patient-bed-day-cost','component' => 'admi','rule_content' => 'Older person cost per bed day is outside the national range.'}}}}",504,1,47775fb9-823c-11f0-baa5-ddfeff17ef21,477777a1-823c-11f0-baa5-f25957a22e53,1,ADMI,28,5,2,"{'start' => 1761877487}",start,,,4777c41c-823c-11f0-baa5-ff46888dcc46
MHCWA,,17264764,15165402,4504467,3599450,452305,399634,6.8,,32.4,31,12546,12061,766,743,1,"Increases to wage EBA, superannuation, large material revaluation to EMHS leave provisions
Due to challenges faced by Armadale recruiting psychiatrists, continued reliance on locum doctors who are paid at a significant premium
Material use of nursing specials and companions, due to high demand for Mental Health Act (MHA) patients requiring locked beds
High outsourced security use on inpatient wards, to mitigate aggression, violence, intrusiveness by patients.
",0,210203,"ARMADALE HOSPITAL ADULT ACUTE MENTAL HEALTH INPATIENT UNIT",106.301780363124,,1761877483,2024/25,5.9,504,1,6.8,203,"{'start' => {'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'rule_content' => 'General/adult cost per bed day is outside the national range.','page_name' => 'start','rule' => 'AdmiAvgPatientDayRange','sort_index' => 1,'action' => 'add','slot_name' => 'avg-patient-bed-day-cost','component' => 'admi','meteor_short_name' => ''}}}}",504,1,47775fb9-823c-11f0-baa5-ddfeff17ef21,477777a1-823c-11f0-baa5-f25957a22e53,1,ADMI,28,5,4,"{'start' => 1761877563}",start,['start'],,4777c3e1-823c-11f0-baa5-faa85ab23dd0
MHCWA,,8669695,8320718,661382,684892,0,0,0,,15.9,15.6,5163,5528,196,177,1,,0,306007,"ST JOHN OF GOD MIDLAND PUBLIC HOSPITAL OLDER PERSONS ACUTE INPATIENT UNIT",96.8193919013591,,1762323484,2024/25,0.0,599,1,0.0,6007,"{'start' => {'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'sort_index' => 1,'rule' => 'AdmiAvgPatientDayRange','page_name' => 'start','meteor_short_name' => '','slot_name' => 'avg-patient-bed-day-cost','component' => 'admi','action' => 'add','rule_content' => 'Older person cost per bed day is outside the national range.'}}}}",599,40,47775f87-823c-11f0-baa5-de8de3a3355d,47777d22-823c-11f0-baa5-a1830594085e,1,ADMI,27,5,2,"{'start' => 1762323767}",start,['start'],,4777c39b-823c-11f0-baa5-e59a038a59f0
MHCWA,,21894411,21194808,1669341,1744757,0,0,0,,39.2,40,13095,14165,918,965,1,,0,206007,"ST JOHN OF GOD MIDLAND PUBLIC HOSPITAL ADULT ACUTE INPATIENT UNIT",96.7554644808743,,1762323747,2024/25,0.0,599,1,0.0,6007,"{'start' => {'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'rule_content' => 'General/adult cost per bed day is outside the national range.','meteor_short_name' => '','component' => 'admi','slot_name' => 'avg-patient-bed-day-cost','action' => 'add','sort_index' => 1,'rule' => 'AdmiAvgPatientDayRange','page_name' => 'start'}}}}",599,40,47775f87-823c-11f0-baa5-de8de3a3355d,47777d22-823c-11f0-baa5-a1830594085e,1,ADMI,27,5,4,"{'start' => 1762323843}",start,['start'],,4777c356-823c-11f0-baa5-a37e69cf51ce
MHCWA,,,3242096,,778428,,56537,,,12.0,11.0,3695,3809,90,80,1.0,,,300629,"ST JOHN OF GOD MT LAWLEY HOSPITAL OLDER PERSONS INPATIENT UNIT",94.6100347739692,,,2024/25,0.0,599,1,0.0,629,{},599,30,47775e47-823c-11f0-baa5-ab8f00609d77,47777c6f-823c-11f0-baa5-ff9e467e3dbc,1,ADMI,19,5,2,"{'start' => 1761625381}",start,['start'],,4777c30f-823c-11f0-baa5-f948bad4bf4b
MHCWA,,5853989,4144384,597143,641723,11532,20474,0,,10.5,6.9,2755,2274,156,131,1,,0,402696,"JOONDALUP HEALTH CAMPUS MENTAL HEALTH UNIT YOUTH",90.0451413637443,,1761038055,2024/25,0.0,599,1,0.0,642,"{'start' => {'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'action' => 'add','slot_name' => 'avg-patient-bed-day-cost','component' => 'admi','meteor_short_name' => '','page_name' => 'start','rule' => 'AdmiAvgPatientDayRange','sort_index' => 1,'rule_content' => 'Youth cost per bed day is outside the national range.'}},'occupancy' => {'OccupancyRate' => {'rule_content' => 'Inpatient occupancy is low.','page_name' => 'start','rule' => 'OccupancyRate','sort_index' => 0,'action' => 'add','component' => 'admi','slot_name' => 'occupancy','meteor_short_name' => ''}}}}",599,34,47775e15-823c-11f0-baa5-d2b13d9720fa,47777ce7-823c-11f0-baa5-97f12a7ee77e,1,ADMI,18,5,5,"{'start' => 1761038044}",start,,,4777c2d3-823c-11f0-baa5-8fa27e9d8ec1
MHCWA,,5271592,3758031,699482,682659,16532,22542,0,,10.5,8.2,3256,2478,126,55,1,,0,302696,"JOONDALUP HEALTH CAMPUS MENTAL HEALTH UNIT OLDER PERSONS",82.5669732107157,,1761038038,2024/25,0.0,599,1,0.0,642,"{'start' => {'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'meteor_short_name' => '','slot_name' => 'avg-patient-bed-day-cost','component' => 'admi','action' => 'add','sort_index' => 1,'rule' => 'AdmiAvgPatientDayRange','page_name' => 'start','rule_content' => 'Older person cost per bed day is outside the national range.'}}}}",599,34,47775e15-823c-11f0-baa5-d2b13d9720fa,47777ce7-823c-11f0-baa5-97f12a7ee77e,1,ADMI,18,5,2,"{'start' => 1761112655}",start,['start'],,4777c28e-823c-11f0-baa5-b19ca174360f
MHCWA,,30876003,29787467,4111370,3987635,34629,202672,0,,67.6,58,23644,20452,735,713,1,,0,202696,"JOONDALUP HEALTH CAMPUS MENTAL HEALTH UNIT ADULT",96.3444507254569,,1761038022,2024/25,0.0,599,1,0.0,642,"{'start' => {'avg-len-stay' => {'AdmiAvgStayGenAcRangeL' => {'rule' => 'AdmiAvgStayGenAcRangeL','page_name' => 'start','sort_index' => 2,'action' => 'add','meteor_short_name' => '','component' => 'admi','slot_name' => 'avg-len-stay','rule_content' => 'General/adult acute inpatient average length of stay is outside the national range.'}}}}",599,34,47775e15-823c-11f0-baa5-d2b13d9720fa,47777ce7-823c-11f0-baa5-97f12a7ee77e,1,ADMI,18,5,4,"{'start' => 1761112565}",start,['start'],,4777c250-823c-11f0-baa5-ffa1a5df008c
MHCWA,,7980022,6478761,2394215,2546618,64568,37764,0,,13,11.9,3731,3391,205,237,1,,0,200206,"BROOME HOSPITAL ADULT INPATIENT UNIT",77.8573724571796,,1760683128,2024/25,0.0,503,1,0.0,206,"{'start' => {'occupancy' => {'OccupancyRate' => {'sort_index' => 0,'page_name' => 'start','rule' => 'OccupancyRate','slot_name' => 'occupancy','component' => 'admi','meteor_short_name' => '','action' => 'add','rule_content' => 'Inpatient occupancy is low.'}},'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'rule_content' => 'General/adult cost per bed day is outside the national range.','meteor_short_name' => '','slot_name' => 'avg-patient-bed-day-cost','component' => 'admi','action' => 'add','sort_index' => 1,'rule' => 'AdmiAvgPatientDayRange','page_name' => 'start'}}}}",503,31,47775d1b-823c-11f0-baa5-c17c3828a56f,47777cab-823c-11f0-baa5-ab4c4ac4ed9c,1,ADMI,15,5,4,"{'start' => 1760682639}",start,,,4777c20b-823c-11f0-baa5-e879109ccd23
MHCWA,,4386889,4260489,1367665,1203377,33285,56806,0,,5.9,6,1521,1346,175,122,1,"Occupancy is low, partly as a result of bed closures for short periods of time. Also, the average length of stay decreased significantly during the year, reducing overall occupancy. Unfortunately, even when bed numbers are low, strict rostering requirements are adhered to, resulting in a high ben day cost.",0,200226,"KALGOORLIE HOSPITAL ADULT INPATIENT UNIT",61.2932604735883,,1761163180,2024/25,0.0,503,1,0.0,226,"{'start' => {'occupancy' => {'OccupancyRate' => {'rule_content' => 'Inpatient occupancy is low.','slot_name' => 'occupancy','component' => 'admi','meteor_short_name' => '','action' => 'add','sort_index' => 0,'page_name' => 'start','rule' => 'OccupancyRate'}},'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'rule_content' => 'General/adult cost per bed day is outside the national range.','action' => 'add','slot_name' => 'avg-patient-bed-day-cost','component' => 'admi','meteor_short_name' => '','page_name' => 'start','rule' => 'AdmiAvgPatientDayRange','sort_index' => 1}}}}",503,29,47775ce9-823c-11f0-baa5-d1a906fff08d,47777c34-823c-11f0-baa5-eb3df7950170,1,ADMI,15,5,4,"{'start' => 1761163001}",start,,,4777c1c6-823c-11f0-baa5-a2f5c4dfd7d9
MHCWA,,11416216,10333923,4248516,3516734,31448,156306,0,,23,23,8273,8236,584,642,1,"Average bed day cost is inflated by increase in medical locum costs along with high cost of security services

Non-salary costs have increased as a result of an increase in outsourced services, including hospital security.",0,220208,"BUNBURY HOSPITAL ADULT OPEN MENTAL HEALTH INPATIENT UNIT",97.8379662627703,,1761100090,2024/25,0.0,503,1,0.0,208,"{'start' => {'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'sort_index' => 1,'page_name' => 'start','rule' => 'AdmiAvgPatientDayRange','slot_name' => 'avg-patient-bed-day-cost','component' => 'admi','meteor_short_name' => '','action' => 'add','rule_content' => 'General/adult cost per bed day is outside the national range.'}}}}",503,19,47775c85-823c-11f0-baa5-a61db8ae97df,47777b75-823c-11f0-baa5-f65c5a742f21,1,ADMI,15,5,4,"{'start' => 1761100030}",start,,,4777c18a-823c-11f0-baa5-e0ece9bc6977
MHCWA,,2349603,2115744,1182969,906392,0,0,0,,7,6.9,2470,2403,50,73,1,"We have had a number of long stay patients unable to be discharged due to social placement issues. They have very long stays.",0,210208,"BUNBURY HOSPITAL ADULT SECURE MENTAL HEALTH INPATIENT UNIT",95.1532430506058,,1761099570,2024/25,0.0,503,1,0.0,208,"{'start' => {'avg-len-stay' => {'AdmiAvgStayGenAcRangeL' => {'slot_name' => 'avg-len-stay','component' => 'admi','meteor_short_name' => '','action' => 'add','sort_index' => 2,'page_name' => 'start','rule' => 'AdmiAvgStayGenAcRangeL','rule_content' => 'General/adult acute inpatient average length of stay is outside the national range.'}}}}",503,19,47775c85-823c-11f0-baa5-a61db8ae97df,47777b75-823c-11f0-baa5-f65c5a742f21,1,ADMI,15,5,4,"{'start' => 1761099501}",start,,,4777c143-823c-11f0-baa5-979ef17ae601
MHCWA,,7608315,6940300,2185572,1851239,3439,4885,0,,15.8,15.9,3608,3995,357,340,1,"Occupancy is down in comparison to 2023/24 partly as a reult of bed closures due to urgent maintenance. For example oner was closed for a 2 week period and others for lesser periods.

Cost is high because of a heavy reliance on Locum doctors. The region has also experienced a heavy casual workforce and has had significant shortfalls in Diagnostic staff, some of which have had to be covered by nursing staff at higher rates of pay. Also, the reduced number of bed days, increases the average cost per bed day because of the ratio of fixed to variable costs.",0,200201,"ALBANY REGIONAL HOSPITAL ADULT MENTAL HEALTH INPATIENT UNIT",68.6496889713716,,1761164729,2024/25,0.0,503,1,0.0,201,"{'start' => {'occupancy' => {'OccupancyRate' => {'rule_content' => 'Inpatient occupancy is low.','slot_name' => 'occupancy','component' => 'admi','meteor_short_name' => '','action' => 'add','sort_index' => 0,'page_name' => 'start','rule' => 'OccupancyRate'}},'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'rule_content' => 'General/adult cost per bed day is outside the national range.','sort_index' => 1,'page_name' => 'start','rule' => 'AdmiAvgPatientDayRange','slot_name' => 'avg-patient-bed-day-cost','component' => 'admi','meteor_short_name' => '','action' => 'add'}}}}",503,7,47775c53-823c-11f0-baa5-ab53b66c2415,477779ee-823c-11f0-baa5-ff104499f9e8,1,ADMI,15,5,4,"{'start' => 1761165102}",start,['start'],,4777c107-823c-11f0-baa5-aac1ca99d6ed
MHCWA,,13750652,12509434,10620779,6758783,5617,4344,0,,20,19.8,4048,4711,427,417,1,,0,100107,"PERTH CHILDREN'S HOSPITAL CAMHS ACUTE MENTAL HEALTH INPATIENT UNIT",,65.0080035325937,,2024/25,0.0,580,1,0.0,107,"{'start' => {'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'rule_content' => 'Child & Adolescent cost per bed day is outside the national range.','action' => 'add','meteor_short_name' => '','component' => 'admi','slot_name' => 'avg-patient-bed-day-cost','rule' => 'AdmiAvgPatientDayRange','page_name' => 'start','sort_index' => 1}}}}",580,50,47775b8a-823c-11f0-baa5-af3040420479,47777d9c-823c-11f0-baa5-98a2023e5945,1,ADMI,14,5,1,"{'start' => 1760338832}",start,,,4777c0c2-823c-11f0-baa5-9b82a35a6ceb
MHCWA,,6092916,4126605,785730,553582,6070,4819,4.6,,10,10,4177,3604,172,161,1,"The increase in average wage for Admitted services (Older persons) in the financial year 2024/25 is due to increase in Consultants Psychiatrists which have highest average wage compared to the rest of the staffing categories.

The average patient bed day cost for the Admitted services (Older persons) in the financial year 2024/25 is higher due to increase in Consultants Psychiatrists which have highest average wage compared to the rest of the staffing categories.

The inpatient occupancy is low due to the commencement of the older adult service which gradually increase throughout the financial year.",0,300277,"PARK MENTAL HEALTH SERVICE OLDER PERSONS INPATIENT UNIT",98.4699453551913,,1759368442,2024/25,0.0,502,1,4.6,277,"{'start' => {'occupancy' => {'OccupancyRate' => {'rule_content' => 'Inpatient occupancy is low.','sort_index' => 0,'rule' => 'OccupancyRate','page_name' => 'start','meteor_short_name' => '','slot_name' => 'occupancy','component' => 'admi','action' => 'add'}},'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'rule_content' => 'Older person cost per bed day is outside the national range.','sort_index' => 1,'rule' => 'AdmiAvgPatientDayRange','page_name' => 'start','meteor_short_name' => '','component' => 'admi','slot_name' => 'avg-patient-bed-day-cost','action' => 'add'}}}}",502,15,47775b58-823c-11f0-baa5-a7a1d20c89c2,47777af2-823c-11f0-baa5-fdf89e4dc2f0,1,ADMI,13,5,2,"{'start' => 1759368438}",start,,,4777c071-823c-11f0-baa5-cdf57e2a25af
MHCWA,,12710334,10842902,4952659,1872445,22044,11349,16.9,,19.5,20,11231,10998,889,871,1,,0,200277,"PARK MENTAL HEALTH SERVICE ADULT INPATIENT UNIT",150.245901639344,,1759368435,2024/25,12.0,502,1,16.9,277,"{'start' => {'occupancy' => {}}}",502,15,47775b58-823c-11f0-baa5-a7a1d20c89c2,47777af2-823c-11f0-baa5-fdf89e4dc2f0,1,ADMI,13,5,4,"{'start' => 1759368428}",start,,,4777c016-823c-11f0-baa5-97222d38209e
MHCWA,,11652813,10751745,2002042,1873462,22390,21678,16,,14,14,8873,8309,957,785,1,,0,400106,"FIONA STANLEY HOSPITAL ACUTE YOUTH INPATIENT UNIT",162.158469945355,,1759368212,2024/25,12.0,502,1,16.0,106,"{'start' => {'occupancy' => {}}}",502,9,47775b26-823c-11f0-baa5-e379b8e22749,47777a36-823c-11f0-baa5-893b20218929,1,ADMI,13,5,5,"{'start' => 1759368209}",start,,,4777bfc7-823c-11f0-baa5-9133a5f20bb5
MHCWA,,30355145,8790976,9506932,1983222,2849334,0,0,,51.1,15.9,16404,4872,1580,747,1,"The increase in average wage for Admitted services (General/Adult) in the financial year 2024/25 is due to increase in staffing across all categories driven by the addition of the Cockburn Health facility under SMHS.

The average patient bed day cost is outside the national average range however it is in line with the average cost reported in 2023/24.",0,200106,"FIONA STANLEY HOSPITAL ACUTE ADULT INPATIENT UNIT",83.7199711310444,,1759368203,2024/25,0.0,502,1,0.0,106,"{'start' => {'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'action' => 'add','meteor_short_name' => '','component' => 'admi','slot_name' => 'avg-patient-bed-day-cost','rule' => 'AdmiAvgPatientDayRange','page_name' => 'start','sort_index' => 1,'rule_content' => 'General/adult cost per bed day is outside the national range.'}}}}",502,9,47775b26-823c-11f0-baa5-e379b8e22749,47777a36-823c-11f0-baa5-893b20218929,1,ADMI,13,5,4,"{'start' => 1759368199}",start,,,4777bf80-823c-11f0-baa5-b75ce694a810
MHCWA,,9425809,8166442,1360594,1167035,9237,6785,6,,16,15.7,7370,6263,155,172,1,,0,300102,"FREMANTLE HOSPITAL OLDER PERSONS MENTAL HEALTH INPATIENT UNIT",108.993769795691,,1759368298,2024/25,3.8,502,1,6.0,102,"{'start' => {'occupancy' => {}}}",502,3,47775af4-823c-11f0-baa5-af767afba12b,477778ce-823c-11f0-baa5-eb16402a3c78,1,ADMI,13,5,2,"{'start' => 1759368294}",start,,,4777bf3b-823c-11f0-baa5-a5c61f23fef3
MHCWA,,21441619,21138484,3251671,5679036,35722,25476,12,,48.1,48,21273,21280,1884,1432,1,,0,200102,"FREMANTLE HOSPITAL ADULT MENTAL HEALTH INPATIENT UNIT",121.129326047359,,1759368290,2024/25,12.0,502,1,12.0,102,"{'start' => {'occupancy' => {}}}",502,3,47775af4-823c-11f0-baa5-af767afba12b,477778ce-823c-11f0-baa5-eb16402a3c78,1,ADMI,13,5,4,"{'start' => 1759368286}",start,,,4777bef6-823c-11f0-baa5-e94b1ffc0511
MHCWA,,4387198,4208971,1373630,1088130,127455,128466,0,,8,7.7,2103,1920,115,124,1,,0,200104,"KEMH MOTHER BABY UNIT",68.1285927187567,,1761277162,2024/25,0.0,501,1,0.0,104,"{'start' => {'avg-patient-bed-day-cost' => {'AdmiAvgPatientDayRange' => {'rule_content' => 'General/adult cost per bed day is outside the national range.','meteor_short_name' => '','slot_name' => 'avg-patient-bed-day-cost','component' => 'admi','action' => 'add','sort_index' => 1,'rule' => 'AdmiAvgPatientDayRange','page_name' => 'start'}},'occupancy' => {'OccupancyRate' => {'rule_content' => 'Inpatient occupancy is low.','action' => 'add','component' => 'admi','slot_name' => 'occupancy','meteor_short_name' => '','page_name' => 'start','rule' => 'OccupancyRate','sort_index' => 0}}}}",501,25,47775ac2-823c-11f0-baa5-bc96e93a241a,47777bb1-823c-11f0-baa5-884a73151b5e,1,ADMI,12,5,4,"{'start' => 1761277149}",start,,,4777beba-823c-11f0-baa5-d099c38032d0
